movieId,rating
1,3.8881574960610834
2,3.2369531849577897
3,3.1755501064722202
4,2.8757128480375713
5,3.079564818455892
6,3.841763756945689
7,3.372105297882167
8,3.1291913214990137
9,3.008365362875876
10,3.431840536054589
11,3.6605905006418484
12,2.6721787709497207
13,3.326441784548422
14,3.4308065226972233
15,2.72704
16,3.7955110396256764
17,3.9522270706405402
18,3.409031198686371
19,2.633983148851809
20,2.894070547500541
21,3.572137060414788
22,3.3006076546345002
23,3.157631359466222
24,3.1803745482422516
25,3.6675128965433204
26,3.614058355437666
27,3.424864864864865
28,4.039876397881106
29,3.920885116702031
30,3.63690036900369
31,3.238314143323595
32,3.888769242293719
33,3.0555555555555554
34,3.6205942448493103
35,3.5015964240102173
36,3.9315818281335524
37,2.938888888888889
38,2.8874269005847952
39,3.4133602956558122
40,3.6509533898305087
41,3.850029579964504
42,3.0489067894131185
43,3.4679969879518073
44,2.6292445482866045
45,3.372715946843854
46,3.2690225563909774
47,4.068128299593604
48,2.9566557624559637
49,3.564885496183206
50,4.300188962561792
51,2.588235294117647
52,3.5355968272393112
53,3.70125786163522
54,2.8533333333333335
55,3.225922131147541
56,2.0602409638554215
57,3.3225677830940987
58,3.965010863864539
59,3.600985221674877
60,3.0723876628556237
61,3.3378158109209455
62,3.750324282255275
63,3.114120283899888
64,2.8375228519195614
65,2.4033402561439945
66,2.159487776484284
67,3.352272727272727
68,3.4558599695586
69,3.5509585289514867
70,3.3079605263157896
71,2.354518736223365
72,3.481254781943382
73,3.794658493870403
74,3.2990041928721174
75,2.459731543624161
76,3.016246953696182
77,3.4383259911894273
78,3.1737089201877935
79,3.1614385297845375
80,3.7249163879598663
81,3.2703649635036496
82,4.010845588235294
83,3.6491085899513775
84,3.3802395209580838
85,3.538339222614841
86,3.485175495966863
87,2.4075937785910337
88,3.125899897154611
89,3.1365479293368086
90,3.34
92,2.8513071895424837
93,2.5143584993052337
94,3.5320542279411766
95,3.1123652554288395
96,3.6888454011741683
97,3.984981684981685
98,2.6277777777777778
99,3.1183006535947713
100,3.232303877366997
101,3.7760838000414854
102,2.440532825880114
103,3.2730290456431534
104,3.396511627906977
105,3.3279824718297264
106,3.402877697841727
107,3.1958545364279507
108,3.036764705882353
109,2.3333333333333335
110,4.016057252826558
111,4.0893090376222485
112,3.4000675472830983
113,3.1243478260869564
114,3.622047244094488
115,3.38
116,3.9205967276227143
